row ID,row m/z,row retention time,0_AR_Blk_C18_Pos.mzML Peak area,1_AR_Arnica_C18_Pos.mzML Peak area,2_AR_Cinchona_C18_Pos.mzML Peak area,3_AR_Ginkgo_C18_Pos.mzML Peak area,4_AR_Panax_C18_Pos.mzML Peak area,5_AR_Salvia_C18_Pos.mzML Peak area
1282,455.14693158947500,4.5768554,0.0,1146220.463367620,0.0,0.0,0.0,0.0
1283,297.2428881954470,5.712512,2716.238587031240,1092533.836511670,3619.962175927710,0.0,0.0,3659427.4161851700
1284,436.2323671661910,4.4528780333333300,0.0,1357614.9462865300,4929.65483725181,0.0,0.0,7860.65141088836
1285,669.2546284448650,4.819457900000000,0.0,1138840.9126496500,0.0,0.0,0.0,0.0
1286,464.2634612166470,5.0891226,0.0,1254711.262046950,0.0,0.0,0.0,0.0
1287,754.5440612804580,17.533236,0.0,1779883.6776548400,0.0,0.0,2552709.651454980,292306.39654042800
1288,452.1684802063340,5.611915625,0.0,1539285.4399942000,14326.188095813000,14123.195714115100,9185.417492578500,0.0
1289,295.1907181372840,11.2143956,32169.13515000230,1659916.3339392300,0.0,554065.0828186070,82851.73736232380,56247.59862562870
1290,306.1906503366290,3.05231875,0.0,1216712.0996471300,300570.1696263050,0.0,0.0,0.0
1291,303.13377718546200,1.210079075,0.0,1288704.357025430,0.0,118635.46218939900,99560.68285610740,46787.45172435340
1292,314.04897120267300,0.946032,0.0,1062580.9149746900,24268728.09119240,59833.11537237420,165517.1947609550,910007.145640158
1293,403.20946520859900,7.9997834,0.0,1545266.5702975700,0.0,0.0,0.0,0.0
1294,524.3709793236070,12.324268400000000,0.0,1665949.9003607800,347166.7864923360,277488.1653718940,7409.479834452960,81543.6119494951
1295,267.59529858404900,7.917604800000000,0.0,1750544.0752289000,0.0,0.0,0.0,0.0
1296,233.14928802742800,0.5449667500000000,0.0,1216010.182989060,0.0,0.0,576422.3330813570,0.0
1297,238.14582832469000,12.7947668,0.0,1710024.8103084300,29429.759902442600,68964.7133650483,1253347.3216959300,5437.962784160390
1298,280.26361802214800,12.389960666666700,825065.3879237670,1918520.4774838900,813773.6954676860,714237.3056865240,12781859.454208200,523168.87870616100
1299,321.1475391073300,1.2917886,0.0,1056400.8999530600,0.0,0.0,202318.02370545700,0.0
1300,451.26833850805200,8.212773066666670,0.0,1456333.260495250,0.0,41800.2022830002,0.0,450429.48703762
1301,305.15337805804300,11.959855833333300,5478.316552558890,1725309.7734220300,167090.19602085800,2501883.5909718500,466609.71064238700,306494.9301207440
1302,798.5648277189720,16.291078000000000,0.0,2553946.4546657800,1345360.1750568800,9346.386988769960,0.0,0.0
1303,209.05948072594400,6.515416816666670,291794.5407042110,1803600.6306884100,156008.5506564210,1767938.4425234000,98880.08497363990,778506.2090843940
1304,364.2114254359670,4.07088275,0.0,1133834.2848674400,0.0,0.0,0.0,7735.489058390720
1305,366.19398299247600,14.2757852,0.0,2083560.2527073400,19653.41125716790,6686.818804423580,138887.68980301800,41492.680554931800
1306,415.2441909488940,15.994750200000000,0.0,1382753.3040638100,55023.39530501960,3428421.420216560,3619.674005654560,15859.381205331200
1307,277.21622851785800,6.653177620000000,0.0,1445927.7881656300,36790.32668197190,118461.29788365900,164534.93628988000,404292.6469372030
1308,280.6547356799230,11.4708312,0.0,2083928.4832575100,150233.6202985540,2597867.02249874,47963.04128381930,376533.7310800770
1309,467.2842789858980,3.717869175,0.0,1229169.6787369000,7294.7219474413200,62570.934742447300,0.0,110482.61946433100
1310,234.132112674592,13.820117833333300,333571.64090331900,1949069.9994789900,268843.68348023600,387443.41576397400,598404.6853664110,241373.2215831440
1311,394.2954679567520,13.371925,0.0,1895781.3291065700,0.0,0.0,0.0,0.0
1312,624.358918183104,13.408102,0.0,1856541.5786395300,0.0,0.0,0.0,0.0
1313,401.28980185133100,11.9642276,0.0,1784945.7711285900,25290.623614395100,888796.0986449920,390083.72275400200,138909.63472283300
1314,640.3452144074950,9.924918533333330,0.0,813383.2487284080,0.0,292972.15086201900,14083.539583202100,0.0
1315,810.3531745731610,4.5840991000000000,0.0,1203088.7642899800,0.0,0.0,0.0,0.0
1316,343.1571023445330,3.5869837,0.0,1899213.2159648000,0.0,378568.2451737660,3760.3015683750400,5738.90382210938
1317,549.35750998621,15.495527,0.0,1830237.683334380,0.0,0.0,0.0,884685.3656402240
1318,387.178174754816,5.39390155,0.0,1425675.7850263600,0.0,0.0,0.0,294225.7432611440
1319,209.03922124021300,6.131020900000000,0.0,1838016.1565612900,2591814.754909660,1431567.5493020600,1564670.722422370,1998616.7417040500
1320,371.20635639551900,3.0431949,0.0,1341099.903445660,0.0,251696.70435466200,0.0,4971073.17480982
1321,243.1336704626460,1.44589515,0.0,1012493.4517020200,0.0,4989.9694380234600,241963.0641679680,6650.643829101510
1322,405.3003725551840,15.919032000000000,0.0,2149116.679682820,0.0,0.0,0.0,0.0
1323,416.2309822249620,18.52969033333330,0.0,1900602.362272290,42185.125536064500,338099.5105399740,0.0,0.0
1324,461.1945251031290,8.696590750000000,0.0,1792512.342310100,0.0,0.0,0.0,718418.3420411940
1325,447.2100193354930,5.297985266666670,0.0,810794.6583144780,0.0,4222.779798884610,0.0,710321.3276068150
1326,467.27742344993900,11.441866,0.0,1743380.5521515600,110716.80438556600,8310764.977235150,396108.84652459200,830576.8584735890
1327,322.11030500037900,4.06924502,0.0,398257.17640124200,631679.1651110620,23199.382600570200,479946.42417670000,114706.19114574900
1328,597.2575186775230,1.2221374,0.0,1154626.030263560,0.0,0.0,0.0,0.0
1329,369.26368021058800,9.866203266666670,3070.178710092790,1606364.01516304,260412.2175231780,55606.423892958200,1173552.3546262900,10830.642365156200
1330,228.63036793701900,10.673911666666700,3616.998293554360,1933414.081283450,2454004.0474151200,519661.7792903890,1889571.1934116600,1222279.1986985200
1331,403.1433800895020,4.244185700000000,0.0,1021370.832108080,0.0,0.0,0.0,6789.216885855560
1332,312.09766966949400,1.8828749,0.0,982975.9083337040,0.0,97181.39203975800,0.0,0.0
1333,308.222050398748,9.6324401,0.0,1490316.9984067700,119828.40589957600,0.0,6200277.4555105300,32820.23947582010
1334,263.12713145059200,3.0237195000000000,2233.7849264853800,1447131.6178182000,0.0,60112.33975688390,0.0,266331.8455874190
1335,464.2628802138070,4.8860343,0.0,1257350.7293327800,0.0,0.0,0.0,6344.085717070190
1336,303.12006121289400,1.446092,0.0,1179546.6800742200,0.0,0.0,0.0,0.0
1337,518.1262968661770,1.533184,0.0,930241.4464843110,0.0,66538.27562142210,0.0,3303518.580166920
1338,699.3554208012400,9.60986474,0.0,1121772.2771646600,118549.16978106400,28600969.14310420,373104.7660839500,538408.9128615460
1339,279.2320713638390,8.644291033333330,3721.813962670910,1492054.8538557000,632991.6818330620,70695.99307218450,393539.4127463710,189039.3022425540
1340,228.63043752627200,10.958675200000000,0.0,1330603.0186846900,301301.27896828000,71638.70784193250,1979399.3127501500,178616.48328814400
1341,273.0807617562780,5.0673373,0.0,1381531.9202443200,0.0,0.0,0.0,0.0
1342,252.0795932175000,4.5478556,0.0,1302443.1923912100,0.0,0.0,0.0,0.0
1343,447.1735359203930,12.994144666666700,9673.861256601220,1434238.2375436100,247008.96503085500,328250.29346132300,339646.3556591060,272657.8006619480
1344,393.1883281638370,2.8517566333333300,0.0,1564796.8071881700,0.0,715100.3985871200,0.0,10237070.919013200
1345,409.28106184914400,15.091180333333300,315270.4372508790,2928681.938473590,1452786.9673389800,460367.3990967170,1575640.7621407100,662372.4008083610
1346,534.1768607996350,12.911174,0.0,1465145.6757703300,375941.7858079100,1999158.355225090,2178875.109433110,0.0
1347,190.0586952638920,1.9065133000000000,0.0,1145544.4428893700,0.0,608441.7353551180,0.0,500484.85474856200
1348,578.2455275769100,1.4147214,0.0,1020324.7837868700,0.0,0.0,0.0,0.0
1349,673.2594788199520,11.138335000000000,0.0,1444677.5961417300,5305.406558114750,3061017.2181307100,69481.10920696320,243727.95095132400
1350,271.08575383924700,1.9326990000000000,0.0,1075901.1229426700,0.0,0.0,0.0,0.0
1351,255.23167169094900,9.689802783333330,357501.70309218800,1568282.6491508400,477583.0485104110,12254812.724814600,415293.75824076000,7608676.48341442
1352,393.22236860636200,0.67823979,0.0,1193466.830403690,0.0,0.0,29179.387677644300,0.0
1353,423.9940430288890,1.038340725,0.0,909013.9997526580,0.0,67804.72135991010,86670.81197088860,123653.00930270500
1354,507.26967259788100,11.444261,0.0,1637379.9540623400,103310.02429376800,7313162.4527221700,398564.0696739850,677699.7641981260
1355,277.1433482569540,7.1676889333333300,6544.94366149364,1889216.5866919400,4553.986484320360,163191.11403063200,5950.760048455100,12697.24630291430
1356,367.17738809879800,4.948221133333330,0.0,1138330.750695800,0.0,0.0,4514.207326611550,594422.159530411
1357,347.1851386345170,6.02653496,0.0,1427405.098497650,6416.909141050360,147524.78517433500,57359.84861424590,611086722.2874740
1358,415.2316270426820,18.53865425,0.0,1786966.0539398400,72730.89350551910,338332.86004447200,5274.024655488090,0.0
1359,448.1210580564160,4.3619057,0.0,1097643.2104925600,0.0,0.0,0.0,276691.3691423460
1360,670.2816823138740,1.2366435,0.0,1117637.978138160,0.0,0.0,0.0,0.0
1361,326.30547383811300,13.030144833333300,10532.871841523200,1949450.219301320,220733.6971123820,353557.59009961000,444802.9302206260,883024.0954026430
1362,270.65927424585100,14.993969,0.0,2031933.365839210,0.0,43059.24881124010,0.0,0.0
1363,464.26391359083600,5.0238418,0.0,1318706.4354835200,0.0,0.0,0.0,0.0
1364,391.0994916416890,1.620009875,0.0,1222853.119307480,49117.87051989780,35583.56937052120,375087.94845515300,0.0
1365,252.65920291251700,16.187897,0.0,2007234.2533050100,0.0,0.0,0.0,0.0
1366,399.17889161527400,6.740510800000000,0.0,1488728.0141974600,0.0,0.0,0.0,618204.8367347330
1367,395.27891271678900,11.8722485,0.0,2050219.347127500,0.0,6808.450714569770,0.0,0.0
1368,370.97284604986500,0.27723253000000000,0.0,1737045.707253800,6343506.090309370,396924.0760140700,3681683.488151790,246458.4142228610
1369,285.07339899567400,1.207207725,0.0,804835.8038740310,0.0,9705.120195375040,89952.11677848620,6705.260107822200
1370,541.3346442797810,12.350464400000000,0.0,835370.6968153350,13058.116315138000,1267725.3687143000,111505.81261810600,123786.2550649820
1371,388.3055534343120,9.067919933333330,0.0,1482801.3013652400,0.0,0.0,581916.0025489350,11053.990132172100
1372,853.3859344188590,3.6737513000000000,0.0,954349.3536656240,0.0,0.0,0.0,0.0
1373,477.2133075894020,5.4639167,0.0,1192091.757183560,0.0,0.0,0.0,731993.9263680460
1374,787.3718027414450,6.6820058000000000,0.0,1814700.3889987400,0.0,0.0,85247.48825783190,0.0
1375,401.235874307405,11.373326000000000,0.0,1700627.4259064000,0.0,0.0,0.0,0.0
1376,300.6029848004630,6.04398345,0.0,1322472.3790693100,0.0,0.0,0.0,390534.64044877000
1377,295.18015525164400,1.16019965,6417.647288967770,1027670.6278144900,11664137934.883200,15776429.03874200,2275072.339107840,363315.7327279230
1378,673.0556760446620,2.3185005000000000,0.0,1179483.4534551100,0.0,0.0,0.0,0.0
1379,291.19525897739800,6.28391316,0.0,2410721.332353020,13905.961325252900,975079.3650273820,204221.4911982830,2069210.6795185900
1380,550.2769608179080,5.860938,0.0,1163985.3378054900,0.0,0.0,0.0,0.0
1381,671.3455519659770,4.0260322,0.0,1052517.556082070,0.0,0.0,0.0,0.0
1382,274.089337332102,8.890746700000000,0.0,1644371.5999028000,0.0,0.0,0.0,12392.0336484138
1383,359.15116164475900,1.4211146,0.0,953971.8618993750,0.0,797206.2204078050,0.0,0.0
1384,253.17966625406000,5.14795665,8231.958318974270,1447165.9407285900,11470.78510883770,213560.71988562600,51835.3478375391,29349.00443686000
1385,277.0673386016890,1.2795614666666700,0.0,1144864.1186373700,0.0,7729.630412074140,0.0,7365.522091599560
1386,247.12838504607000,0.5781586566666670,0.0,863299.9284812800,0.0,5940.649818877150,246999.93864295100,0.0
1387,522.2848264826370,16.151175000000000,0.0,1831654.9790029800,0.0,0.0,3880.1984003911500,0.0
1388,488.2713067030690,17.496222400000000,0.0,1388965.9192839800,323912.65843692900,1449181.7059490500,140910.40258347700,713086.215502733
1389,236.04637969401600,1.1400588,0.0,1053218.0061569500,0.0,0.0,0.0,0.0
1390,369.2638875252670,10.2384966,3667.9590937499800,1288919.8887398200,195660.3009450000,43135.65271142290,1123844.964682020,0.0
1391,299.6670957486920,12.3581994,0.0,996405.1869974620,30687.085574531900,1158502.1128260700,120761.83661050800,62213.04934974650
1392,434.12607171039700,8.0647683,0.0,1493186.8028219100,0.0,0.0,0.0,0.0
1393,716.5688632645830,18.011067666666700,0.0,1832909.5777336100,26389.895060156800,0.0,865456.4751035130,0.0
1394,265.14313544035800,3.5560713166666700,38794.91416954100,786381.0513382960,9190.847586146190,3147079.5303645900,16257.709186054500,33311.70093496040
1395,414.2581692100560,17.530822333333300,0.0,1366174.8321710000,0.0,0.0,2603898.2370663600,246161.67502418200
1396,409.3831133912330,14.568245666666700,0.0,1579051.2063377500,255441.46617539400,0.0,0.0,1942897.33020328
1397,235.2055320830670,6.1047592250000000,1996.6123223437300,1082900.3353861000,0.0,9399545.815666,0.0,9119963.83509768
1398,367.1775588904530,5.376796700000000,3263.679375832090,1117459.789114070,7738.1125957033600,768166.4202065120,37865.79551772050,1905902.8146956600
1399,341.98899552307200,0.338485024,0.0,632081.5808356220,99793.51750772800,107023.55547849000,27567.992656265600,1423746.3883714900
1400,275.2003712698440,9.79888088,0.0,1183657.7559170200,166065.14227617300,936487.3242758860,114571.34349182000,405257.0010497180
1401,754.5438041434160,17.675375500000000,0.0,581185.1130946700,3386.183741572220,0.0,2822937.7560522500,179750.2876852180
1402,483.3096424059270,13.21623575,0.0,2064867.4029330500,3877.017624609250,0.0,47346.38519252880,170447045.46835500
1403,328.28474801188000,9.56334096,3611.3521900958000,1391506.9494392900,0.0,3884.442596765600,1436538.972985970,50835.04838426760
1404,439.0586432938680,1.6655592000000000,0.0,1063924.3011408700,0.0,0.0,0.0,0.0
1405,288.02283576004900,3.793437925,0.0,1293013.8905340500,21707.80045566790,123716.22234017000,0.0,68472.62151136510
1406,293.21077253601000,7.700396650000000,6891.63387737396,1907283.528553780,480840.9779973790,399811.57883055400,1528298.4779364300,2514640.792830430
1407,622.1572109803870,3.40204245,0.0,1894604.4783162100,0.0,0.0,18832.03084709180,0.0
1408,310.20208047155500,1.86207815,0.0,994154.0566656790,29934.242916444900,0.0,0.0,0.0
1409,522.2833108994330,10.3269795,0.0,1365205.4566739000,0.0,128793.20535278200,784033.8718448480,115578.28183077900
1410,394.07479050406400,1.89002005,0.0,923926.1626350470,10760.4699501798,490887.3421871030,0.0,591994.7813352430
1411,480.30897626667300,10.851421,4298.019312128770,1429096.9275299700,92965.2143991793,1823207.581756630,17365.134451550600,199325.80005527700
1412,307.131655347356,0.71095795,0.0,770295.3389485380,0.0,0.0,157097.58616415700,10120.984415315600
1413,799.5328338174160,19.20618825,0.0,1512626.4172296100,263419.9238254690,261772.6388886320,185308.8136365200,0.0
1414,348.2746319541180,5.95419424,0.0,1184278.4036596300,1379667.2667775300,305571.1443667950,6093565.474613270,1340431.602897220
1415,381.22732378561100,8.00400195,0.0,1547944.648659420,0.0,0.0,0.0,7589.104680047370
1416,247.11744165726200,4.819457900000000,0.0,1007285.9776236100,0.0,0.0,0.0,0.0
1417,450.2334804021030,3.6192109000000000,0.0,1169623.6107036800,0.0,0.0,0.0,291360.75872329700
1418,295.1535378508570,3.715699475,2734.2147082851400,1010243.0908329900,0.0,18106.77209640510,0.0,81877.64297905070
1419,379.1832433580720,1.04609135,0.0,1060406.2368327200,0.0,0.0,142595.66591992900,0.0
1420,474.2174182554380,0.282196055,0.0,846852.2233131870,0.0,253586.6521826700,13948540.524168500,43269.038180613200
1421,659.4578575081970,15.0915212,0.0,1610953.3780785900,430810.04640621200,88067.80018004930,550949.6308753130,35025.52328709990
1422,430.1890178684120,5.6253454000000000,0.0,1348250.3008726900,8029.355297255780,0.0,0.0,0.0
1423,327.21674756281000,8.823002100000000,0.0,1310170.6715733600,0.0,439409.99182452500,0.0,95857.66232675230
1424,808.5577809831560,15.93650625,0.0,1682903.1121387700,14057.023534394600,2389211.157238580,0.0,8047.437973593530
1425,713.2437979437340,4.0054016,0.0,1047281.3470339700,0.0,6382.111734878730,0.0,0.0
1426,362.655358766124,5.1772762000000000,0.0,981274.810519352,0.0,0.0,0.0,0.0
1427,452.20385251812900,6.306008033333330,0.0,1359417.310644940,33376.442627302800,0.0,0.0,13091.640808089800
1428,247.10747927172000,1.0021847125,0.0,855384.4508773220,0.0,133218.20930104700,163058.89032109200,60667.304532374500
1429,312.16484724134100,0.99178931,0.0,747286.5719561550,0.0,0.0,616899.9905189940,1558276.7635861900
1430,523.2207252665070,1.3929799000000000,0.0,1014486.7290227800,0.0,0.0,0.0,0.0
1431,251.16361858797700,5.1801439333333300,13477.467336500900,1655622.6658177100,8503.414648066240,2124764.2537255800,39521.658829728400,56495.17485117250
1432,281.0875489419590,1.3712946000000000,0.0,1005317.3620394100,0.0,0.0,0.0,0.0
1433,281.0872724285580,0.967374025,0.0,694344.5131463670,0.0,66447.62721642080,0.0,0.0
1434,436.24780554098900,14.788883166666700,497386.94428816500,1553319.01564828,670000.2805610150,680123.6950597850,1914593.4298692200,582983.2444466030
1435,444.0419152932030,4.6264434000000000,0.0,1217423.027424840,0.0,0.0,0.0,11910.748398486200
1436,392.3153987111210,13.15064425,0.0,1994057.7480951400,0.0,14240.151742734500,242958.30691799100,9798.093643359610
1437,245.1380984930620,2.764588366666670,197569.61244034900,996489.3291532980,67442.40540997850,124254.28619658900,1574480.4457662600,403855.07576092700
1438,395.21279027719700,15.080865800000000,0.0,2317358.000694380,1314886.417083290,582978.2529833230,761403.8070156930,700137.1097465590
1439,337.2355169954000,8.640247666666670,2806.112939474200,1319665.6067098400,530370.019647094,63784.5955290562,312293.4170383590,463851.59091762800
1440,283.09469479621100,2.823544333333330,0.0,1847924.8909598900,0.0,1201442.2378408200,0.0,153773.93666357800
1441,353.2681815024070,11.803863800000000,7204.930949413660,1391030.4142284300,6035.910595956780,366554.3403064140,182735.56321693400,0.0
1442,263.2371404655350,12.787356666666700,3441.3426687302100,1513639.898522580,41357.31143065520,122411.75208123000,923331.0566181940,7952.851701563520
1443,425.2896449074590,11.790926800000000,0.0,2614198.1776026600,4194.5848502932000,5140.5755662500200,268744.75086723600,8726.210705214560
1444,685.4396179887660,14.794953833333300,4248.946800000150,1565950.8106331200,517166.5495879640,396207.7039059370,1876934.087622670,316557.3097674630
1445,539.319228699551,11.05522675,0.0,1036241.0484543600,16921.875577676,750659.6534685940,316430.07978234500,0.0
1446,228.63041407870600,10.701302000000000,3616.998293554360,1441637.3530874900,1795664.7636356100,404930.6110526950,311989.65932413500,748814.5690263410
1447,347.2423012734970,3.8142731,0.0,911043.1325016540,0.0,0.0,0.0,393482.1835181730
1448,446.2388498673150,1.8828749,0.0,950982.5625375940,0.0,208336.14396116000,0.0,0.0
1449,328.23261454271700,1.0119107783333300,241802.57137296300,995649.9606690290,850995.5110620270,1070167.8623225500,849808.4871748240,2867287.824538130
1450,413.3625912383780,14.307856,0.0,1519278.104445700,0.0,0.0,0.0,0.0
1451,809.1553662428090,4.951350700000000,0.0,1069983.283018410,0.0,0.0,0.0,0.0
1452,250.20119937405000,4.447552183333330,442150.1845338660,1210549.173565590,325130.3586753310,347867.1919749570,2335921.13118081,342176.00499715400
1453,694.4004634324440,9.61125848,0.0,1003029.2433796500,109171.00737755500,25239211.53126850,341261.05592071500,704751.0965426930
1454,462.17351595872700,5.282681500000000,0.0,1162453.0907993500,0.0,0.0,0.0,776652.4589461920
1455,787.3722081404800,6.6735121,0.0,722954.3816166680,0.0,0.0,85247.48825783190,0.0
1456,224.54426739188200,4.6250594666666700,0.0,1160974.264003260,0.0,8754.403589364270,0.0,73671.12801926330
1457,278.0752741084440,1.2753891000000000,0.0,843942.5093704470,0.0,0.0,0.0,0.0
1458,295.2269992179570,8.762321466666670,15944.748315978700,1741788.3538129300,788710.4354144360,177466.61501898800,575929.093632838,535935.4331912610
1459,414.2579766046670,17.669308000000000,0.0,1671963.4236384500,3153.516249902360,0.0,2194559.037611290,148103.18977283200
1460,488.11848322044800,3.8652354,0.0,1025384.5717560500,0.0,0.0,0.0,0.0
1461,339.18020803506200,8.059573366666670,2437.0620738747500,982491.6769724040,0.0,8548.551773859030,0.0,0.0
1462,293.24757794178400,15.1258978,0.0,1726746.3496181200,8788.427157714260,463050.95209207300,59119.372977715900,5996.894443242180
1463,295.03052863788900,4.817058275,0.0,1185517.806549,13673.632741962400,7749.44953293744,0.0,46687.526151011500
1464,813.5118906110210,15.929426666666700,0.0,1951216.1517539000,5010.844940654070,2820176.9295051600,0.0,0.0
1465,258.0435189529930,4.81854138,0.0,858768.3012029980,16506.062572596200,18551.74891488580,4651.181676515830,9247.053018585760
1466,369.7402318654630,17.1842086,0.0,1979016.32692502,4262979.728459490,705215.0346417630,3650559.89642531,3161226.6229092500
1467,423.2740775110210,10.877515,0.0,2121908.355272810,0.0,12458.009116641100,3669.882244335150,12025.865595351900
1468,312.6539977051,10.71385,0.0,1085308.254117200,0.0,80757.57427810480,0.0,0.0
1469,557.3241326921260,15.116629000000000,0.0,1288907.515361240,0.0,0.0,0.0,8172.708780117460
1470,379.18354350363300,0.83074716,0.0,896548.9663985230,0.0,9200.527864073410,114868.18191851600,0.0
1471,467.18981731734400,1.3978808,0.0,928850.3155660780,0.0,9741.541303271360,0.0,41182.5987787499
1472,392.3153419816540,13.14637725,0.0,828775.309227625,0.0,14240.151742734500,242958.30691799100,9798.093643359610
1473,424.19712737534100,5.803985100000000,0.0,979175.4349472330,0.0,0.0,0.0,116726.52116231200
1474,368.14708640559200,4.5817708,0.0,1033353.0719861200,0.0,0.0,0.0,9799.744210593810
1475,421.14714093406500,5.600655800000000,0.0,886294.7661886800,6319.710708597590,6469.316097064510,0.0,0.0
1476,425.2895748801460,11.7860834,0.0,855422.0602448510,4194.5848502932000,5140.5755662500200,288282.86820023400,8726.210705214560
1477,263.11494079225100,5.91513408,0.0,764698.7838982580,492411.31414187700,58349.52617263360,1509833.5911548000,315193.6903442470
1478,331.22479493392600,12.564183200000000,0.0,1436944.557354150,344702.7212034350,510763.98039421800,191098.34483074300,148337.29914655700
1479,370.0200256365380,1.09074815,0.0,801876.5787731710,0.0,101717.45411417600,81345.3666081504,188182.03183806500
1480,284.07478586615400,3.7197031000000000,0.0,1082069.4485538300,0.0,0.0,0.0,0.0
1481,262.0799282886370,4.438456400000000,0.0,843453.9985815490,0.0,0.0,0.0,0.0
1482,382.22242614044900,5.39754005,0.0,1257397.015301010,0.0,0.0,0.0,13158.116140254000
1483,321.0568675469050,1.6583426,0.0,1013033.9004885900,50703.47264903920,0.0,525584.5264902010,8328.994452474650
1484,452.1698427474100,5.427239,0.0,979926.3072398630,0.0,0.0,0.0,0.0
1485,335.2195214420280,8.530479333333330,3599.8579163203100,1572959.598422430,338216.7491611220,153892.41229771800,1019899.3859156100,870232.9914520550
1486,423.3107109982170,13.618244,0.0,1771444.194982970,0.0,0.0,0.0,0.0
1487,276.5368365141400,4.817047850000000,0.0,1196499.2595642700,10909.462346439900,12341.083617902400,0.0,51163.90468279130
1488,462.1731812651680,5.9375572400000000,0.0,972446.2439359710,312393.1337482890,179876.42469584100,1610016.187551820,415540.3912905610
1489,313.23732331820300,5.92425734,0.0,1338339.571324540,654762.8718311060,104895.24657157700,800497.9370536360,607730.3491950430
1490,432.2585195190820,4.035402466666670,0.0,821159.0295423300,0.0,77562.97654581400,0.0,7852.1333958108500
1491,351.1805278686160,5.041217550000000,0.0,405286.9814930610,0.0,0.0,0.0,53032.45952770280
1492,395.212522637935,15.0832484,0.0,1033824.944843420,1212765.5891325000,371697.7377161680,1344162.666810710,533845.100790006
1493,293.21111777741900,6.630902116666670,2692.753305421800,1710140.0294305400,146395.49631440700,397014.18513759300,277072.56977974200,2355242.581734520
1494,403.2091361823900,8.139315700000000,0.0,1349919.945276370,0.0,0.0,0.0,0.0
1495,344.17041052277700,1.3191188,0.0,714875.8011898810,0.0,366687.6311729520,0.0,1067678.8711222500
1496,208.11700510638400,10.658077166666700,2326.196922876010,1140691.7351723400,1882695.5215110000,520760.63578488000,1403189.665530490,1008315.2202628800
1497,324.2168530149750,11.49756375,9705.783998994150,1470236.2065175900,3642.4873063475300,0.0,5107.051277344030,0.0
1498,314.0144437313350,1.93237675,0.0,843834.7090060330,0.0,0.0,19338.315920472600,0.0
1499,317.1414605981410,4.513890125,0.0,1269857.3658571900,3823.5235943111500,70063.74771602380,0.0,7193.814353086080
1500,264.08604077054400,2.1769436,0.0,922090.2312205800,124962.84005249300,218874.23495255800,0.0,16337594.131984100
1501,362.19577833479300,3.6675783,0.0,965238.74414454,0.0,0.0,0.0,11466.958406698200
1502,462.2333703921030,1.4307291000000000,0.0,956366.2418625930,0.0,8459.469798527430,0.0,0.0
1503,421.1487133148980,5.401164,0.0,1098873.4320812100,0.0,0.0,0.0,188581.85525186800
1504,490.190938313772,0.43500815,0.0,1404207.8169560000,0.0,0.0,37883861.999513300,0.0
1505,407.1128671800830,3.7514194000000000,0.0,1171185.5207532200,0.0,0.0,0.0,6254.091859702240
1506,536.3340731135150,7.5742118000000000,0.0,1062150.0705550800,89589.22406616250,1191794.1385592300,0.0,7736.023323662080
1507,288.64078153306200,11.4708078,0.0,1693374.3860128100,133329.222841143,1924062.0571546800,4351.095120322590,351058.06319010000
1508,232.11780878881500,1.6381694666666700,0.0,971523.547583554,0.0,0.0,53722.65607929210,245114.34460511100
1509,423.0269927731450,4.6192143000000000,0.0,1111262.840768110,0.0,0.0,0.0,25160.748974425900
1510,426.32171823332800,12.871086,0.0,1588145.796576090,0.0,0.0,6595.434876094490,0.0
1511,427.1803524803600,6.629896575,0.0,1412364.2090112000,5582.851840922070,135256.71308361900,0.0,500805.0333764150
1512,534.0886636954330,1.1033943000000000,0.0,589883.0715900000,0.0,0.0,0.0,200462.64306199300
1513,509.2409464965010,2.3909166,0.0,890737.0772506860,0.0,0.0,0.0,0.0
1514,226.61072430868900,10.6956484,0.0,1424634.8543252700,1425131.3417353000,416966.57844331300,302534.8332698440,736324.7818898570
1515,412.3058841373270,10.610595666666700,0.0,1558025.7357457000,0.0,39982.25828639630,146810.7298268260,0.0
1516,441.10974157910400,1.1033943000000000,0.0,685164.1210225310,0.0,0.0,0.0,284055.3666455390
1517,271.1688753942720,8.387141466666670,7016.462192345260,1255214.309625760,14252.109930705900,298922.9441732370,31237.55487081000,3769835.35103387
1518,344.0243431170310,1.2204087,0.0,835747.4675017260,0.0,11308.389015380900,392754.1849592700,9863.273185289150
1519,415.178852941988,7.403433200000000,0.0,444609.03688992000,0.0,0.0,0.0,4400922.622329890
1520,318.1605714353970,12.3608,0.0,1651578.805378350,6544.363922637520,488940.68495999100,51834.77861630830,0.0
1521,265.1432022322840,3.7061341333333300,10241.279145353100,1281374.8619188100,44630.4936574395,314493.33162881100,8175.649075151400,689733.7963570070
1522,410.2209691826550,5.92082572,0.0,533789.2296560680,488099.5980227140,189556.6560679210,1581077.3467102900,2316431.0167805000
1523,249.5685702548880,3.0929790500000000,0.0,958080.2560073460,0.0,0.0,4504.87505248243,0.0
1524,435.19873521711700,3.3774223000000000,0.0,1455751.862961370,0.0,25792.055729624000,6446.342686124830,0.0
1525,393.1898770383930,6.121549633333330,0.0,1095065.4801732300,15965.446167008600,0.0,0.0,643681.2907568890
1526,771.11556456199,4.9368112,0.0,1374005.4886673400,0.0,0.0,0.0,0.0
