row ID,row m/z,row retention time,0_AR_Blk_C18_Pos.mzML Peak area,1_AR_Arnica_C18_Pos.mzML Peak area,2_AR_Cinchona_C18_Pos.mzML Peak area,3_AR_Ginkgo_C18_Pos.mzML Peak area,4_AR_Panax_C18_Pos.mzML Peak area,5_AR_Salvia_C18_Pos.mzML Peak area
20,787.3684838138580,5.642722825,0.0,166162724.775653,218787.96231154100,94925.41116834930,0.0,93207.65695940240
21,344.13389371923000,0.24647775600000000,0.0,120686177.46488400,387074.5402804500,7668892.367522230,21096336.477982800,815917.0408346060
22,262.1281892869240,0.21171592400000000,0.0,87971312.62194620,418699.77651229700,6638194.708207120,7933039.964326870,2156735.471932620
23,316.2847443388540,8.798728133333330,4411.279557445390,89688073.91577420,21313345.030062400,192075.6631492610,30974909.330592700,3429198.4968059600
24,425.10523504761300,0.19797743333333300,0.0,55657773.564939900,768329.3302738500,0.0,0.0,350521.52536938300
25,278.1230243570490,0.20251307,0.0,49706844.34547160,358133.2177095870,8579653.303102340,5073676.504658080,7973490.005327300
26,284.0986320268950,0.25307729000000000,0.0,62459981.3196443,482382.1365179320,949518.5189540980,28348499.459718500,1012771.2698761500
27,321.1697048928960,9.596847133333330,0.0,108410538.30002600,107835.10831319800,7900.074163793590,0.0,0.0
28,234.0969156352780,0.204979718,0.0,52504774.10159790,555581.4936761890,5886294.155717190,7630892.088130840,1870384.5088835500
29,346.1176971448080,0.24236487400000000,0.0,58242318.18788820,140690.59290013600,1943722.3621920100,24189387.58831370,4030734.6550000900
30,295.113149597064,0.21171592400000000,0.0,55112343.02557580,1053599.6781540600,4563438.582903130,7710578.956487210,1559687.7786219900
31,347.18547093670300,6.77143682,0.0,86697875.8673985,107388.90766509100,22999.173731853200,12402.993676253100,40197284.42630720
32,479.1182962030460,2.94234086,0.0,79747874.74450260,114596.93517384500,17274667.385701800,253932.5149016000,906711.1836597670
33,463.0870475961470,2.803827833333330,0.0,60894124.80042190,15339.124840968700,0.0,0.0,4937521.735880000
34,557.1472397111540,0.194419405,0.0,41521448.75079100,0.0,0.0,0.0,37575.67416991170
35,282.11807207105700,0.20502347400000000,0.0,46744902.08812520,365684.92234107200,7459898.913062620,9565726.492899000,604977.0306678800
36,342.13887101097500,0.187959426,0.0,58061072.10278440,133189.2551644440,1399475.9243149300,4411725.640119800,321503.5016510060
37,182.08098550568500,0.23238016666666700,2830.4733478025400,47679705.44840520,694886.0904332460,2448285.966263300,59577791.29605050,1080331.5117527200
38,343.15182330165400,9.5846655,0.0,77621900.61560570,101090.20507689300,0.0,0.0,42193.61525940420
39,520.3398476041450,10.2476044,0.0,58750467.53231340,2302201.2216478000,11257618.472458900,1214240.044228120,133410.23033203400
40,166.0861333996690,0.42853105400000000,0.0,43466364.52848500,113550.5798987540,622530.2575384220,30197981.264549500,458362.9155727030
41,265.14322325904800,2.18179835,9062.603157331050,39156112.81078270,37858.580470271500,35224.1327409435,5326.55780484377,7319.370975070220
